TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
574,CUST9248,ACC33287,Current,Withdrawal,Home Loan,Firm D,East,Manager 3,02-05-2023,18964.98926,65672.33,0.28,486.00,148.00
575,CUST9420,ACC35419,Current,Payment,Mutual Fund,Firm C,South,Manager 3,02-04-2024,85225.87233,124620.05,0.32,441.00,94.00
576,CUST8874,ACC83269,Savings,Payment,Personal Loan,Firm D,East,Manager 4,04-01-2024,40877.0225,70385.45,0.26,735.00,194.00
577,CUST8318,ACC86784,Savings,Withdrawal,Credit Card,Firm C,North,Manager 1,07-06-2023,28131.87256,72795.17,0.55,744.00,99.00
578,CUST2357,ACC21264,Savings,Payment,Credit Card,Firm D,East,Manager 3,19-07-2023,42045.16865,55004.87,0.68,338.00,220.00
579,CUST1840,ACC46655,Loan,Deposit,Home Loan,Firm B,West,Manager 4,02-06-2024,25450.25616,56853.43,0.82,544.00,80.00
580,CUST7933,ACC78089,Savings,Payment,Mutual Fund,Firm B,South,Manager 2,06-01-2023,39567.88778,32626.66,0.58,514.00,83.00
581,CUST5609,ACC35419,Credit,Withdrawal,Savings Account,Firm D,West,Manager 1,30-03-2024,70392.23452,35415.08,0.05,431.00,140.00
582,CUST6038,ACC73104,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 3,02-04-2024,52354.226,70860.42,0.02,623.00,227.00
583,CUST5500,ACC45907,Savings,Deposit,Home Loan,Firm D,North,Manager 1,13-01-2023,28004.85209,77274.94,0.77,435.00,147.00
584,CUST8660,ACC80131,Credit,Withdrawal,Savings Account,Firm A,Central,Manager 3,21-02-2023,73689.55504,95243.72,0.67,631.00,201.00
585,CUST9666,ACC89098,Savings,Deposit,Savings Account,Firm A,East,Manager 4,16-02-2023,39573.23936,44216.33,0.40,427.00,106.00
586,CUST6391,ACC31902,Loan,Deposit,Personal Loan,Firm B,Central,Manager 3,04-01-2024,38521.9075,34927.90,0.71,811.00,198.00
587,CUST3015,ACC45521,Credit,Transfer,Savings Account,Firm B,North,Manager 1,03-12-2024,46105.91623,15376.41,0.73,715.00,212.00
588,CUST6028,ACC43309,Current,Withdrawal,Home Loan,Firm D,West,Manager 3,18-08-2023,76453.36711,93043.55,0.94,520.00,97.00
589,CUST4201,ACC58667,Savings,Transfer,Home Loan,Firm A,East,Manager 4,02-04-2023,33313.36805,120454.08,0.58,690.00,151.00
590,CUST2842,ACC34119,Savings,Payment,Mutual Fund,Firm B,North,Manager 1,28-01-2023,31786.7172,86371.15,0.31,424.00,213.00
591,CUST9535,ACC88516,Loan,Deposit,Credit Card,Firm E,South,Manager 1,06-06-2023,44104.19984,72429.63,0.39,715.00,110.00
592,CUST2694,ACC31539,Current,Withdrawal,Home Loan,Firm C,South,Manager 3,17-02-2023,28523.19482,37450.36,0.39,720.00,179.00
593,CUST7459,ACC51200,Current,Withdrawal,Credit Card,Firm C,West,Manager 1,17-07-2023,85167.0983,76328.28,0.62,577.00,64.00
594,CUST1569,ACC15925,Loan,Deposit,Home Loan,Firm D,North,Manager 4,02-12-2023,51005.27896,80927.21,0.57,372.00,63.00
595,CUST8155,ACC92360,Current,Transfer,Savings Account,Firm B,North,Manager 1,05-04-2024,66604.47631,81926.46,0.46,517.00,163.00
596,CUST1738,ACC39544,Current,Payment,Personal Loan,Firm D,East,Manager 2,04-03-2023,84147.16336,39334.80,0.82,742.00,97.00
597,CUST4780,ACC99117,Loan,Withdrawal,Personal Loan,Firm E,East,Manager 3,18-11-2023,69501.78283,80142.29,0.49,484.00,206.00
598,CUST9079,ACC74631,Current,Deposit,Personal Loan,Firm E,West,Manager 1,10-06-2023,74853.44873,61492.18,0.50,528.00,230.00
599,CUST4794,ACC77533,Current,Payment,Personal Loan,Firm C,Central,Manager 3,03-03-2023,39045.80506,74658.81,0.41,359.00,160.00
600,CUST7855,ACC78089,Credit,Deposit,Personal Loan,Firm A,North,Manager 3,04-09-2023,46573.57238,76675.14,0.74,603.00,21.00
601,CUST4360,ACC13357,Current,Deposit,Personal Loan,Firm C,North,Manager 2,17-06-2023,82316.04434,78440.50,0.90,560.00,174.00
602,CUST1747,ACC11285,Savings,Withdrawal,Home Loan,Firm C,East,Manager 2,20-11-2023,58554.13642,162335.78,0.62,661.00,100.00
603,CUST5610,ACC71938,Current,Withdrawal,Credit Card,Firm A,West,Manager 3,27-05-2024,83025.34324,48597.84,0.88,403.00,143.00
604,CUST9420,ACC39500,Credit,Transfer,Credit Card,Firm A,East,Manager 3,25-07-2023,4037.733581,47055.36,0.41,633.00,227.00
605,CUST4584,ACC94907,Loan,Deposit,Savings Account,Firm D,North,Manager 1,17-08-2023,58023.19297,76875.15,0.45,545.00,61.00
606,CUST5174,ACC40939,Loan,Withdrawal,Home Loan,Firm D,North,Manager 3,12-09-2023,43926.5894,95055.32,0.18,567.00,79.00
607,CUST8772,ACC52650,Current,Deposit,Mutual Fund,Firm D,West,Manager 4,06-06-2023,47790.60072,99646.75,0.57,513.00,120.00
608,CUST9248,ACC54589,Credit,Deposit,Mutual Fund,Firm E,South,Manager 3,05-05-2023,88796.12206,17590.68,0.11,556.00,93.00
609,CUST1498,ACC52131,Credit,Deposit,Personal Loan,Firm E,Central,Manager 2,22-08-2023,46759.20905,76921.69,0.44,557.00,153.00
610,CUST7994,ACC92558,Savings,Payment,Home Loan,Firm A,North,Manager 3,26-03-2023,46360.58433,106331.82,0.76,381.00,132.00
611,CUST3602,ACC20297,Loan,Payment,Personal Loan,Firm B,West,Manager 3,24-12-2023,20849.35003,53193.95,0.38,604.00,135.00
612,CUST4669,ACC60432,Savings,Payment,Mutual Fund,Firm D,South,Manager 1,19-10-2023,48421.88942,66198.94,0.79,598.00,180.00
613,CUST4346,ACC48303,Savings,Payment,Mutual Fund,Firm E,North,Manager 3,04-09-2023,105645.9675,13571.39,0.51,815.00,8.00
614,CUST3041,ACC81631,Current,Withdrawal,Personal Loan,Firm A,East,Manager 2,09-10-2023,105066.722,122057.46,1.13,510.00,28.00
615,CUST5121,ACC22036,Credit,Deposit,Personal Loan,Firm B,West,Manager 1,12-10-2023,49334.60158,77510.05,0.45,562.00,156.00
616,CUST4438,ACC43309,Loan,Withdrawal,Home Loan,Firm A,North,Manager 2,04-03-2023,72758.7501,68790.47,0.79,463.00,10.00
617,CUST2716,ACC96868,Loan,Transfer,Credit Card,Firm A,East,Manager 4,26-07-2023,66239.79058,1815.75,0.49,603.00,163.00
618,CUST6947,ACC24981,Loan,Deposit,Credit Card,Firm B,Central,Manager 2,17-02-2023,29985.46169,86362.55,0.42,520.00,96.00
619,CUST5920,ACC82298,Current,Withdrawal,Credit Card,Firm A,South,Manager 3,06-07-2024,46220.55257,25507.43,0.45,436.00,190.00
620,CUST3006,ACC15359,Savings,Payment,Credit Card,Firm B,South,Manager 1,02-05-2024,63623.51794,52463.07,0.67,808.00,186.00
621,CUST4438,ACC29646,Savings,Transfer,Personal Loan,Firm E,East,Manager 1,10-04-2023,71580.03048,97994.30,0.75,578.00,120.00
622,CUST9666,ACC75767,Loan,Transfer,Home Loan,Firm E,Central,Manager 4,30-04-2023,101454.1862,114381.19,0.44,335.00,161.00
623,CUST8660,ACC35419,Current,Payment,Home Loan,Firm B,South,Manager 4,21-12-2023,9185.129848,87686.43,0.82,542.00,82.00
624,CUST6776,ACC46655,Credit,Transfer,Credit Card,Firm E,Central,Manager 4,15-01-2023,41478.99056,70306.02,0.27,542.00,156.00
625,CUST6776,ACC77592,Credit,Withdrawal,Personal Loan,Firm A,North,Manager 2,01-09-2023,97036.39944,55451.32,0.55,382.00,101.00
626,CUST8091,ACC33287,Current,Transfer,Home Loan,Firm A,East,Manager 3,03-03-2023,63389.32028,103104.54,0.23,324.00,113.00
627,CUST1498,ACC19178,Loan,Payment,Personal Loan,Firm A,North,Manager 2,18-02-2024,50019.41761,106488.89,0.52,365.00,202.00
628,CUST1467,ACC32627,Loan,Transfer,Credit Card,Firm E,East,Manager 1,17-12-2023,64712.61948,44876.32,0.65,638.00,30.00
629,CUST3109,ACC24508,Current,Withdrawal,Mutual Fund,Firm A,East,Manager 3,06-08-2024,53049.10953,84320.66,0.21,335.00,216.00
630,CUST6038,ACC70314,Credit,Transfer,Credit Card,Firm C,East,Manager 2,13-03-2023,102426.2099,30137.75,0.57,599.00,161.00
631,CUST9129,ACC77592,Current,Payment,Personal Loan,Firm A,West,Manager 1,24-12-2023,58532.42873,95363.46,0.26,650.00,157.00
632,CUST4679,ACC66086,Credit,Withdrawal,Personal Loan,Firm B,North,Manager 4,06-07-2024,8261.631187,81314.39,0.44,816.00,66.00
633,CUST4794,ACC97411,Savings,Withdrawal,Credit Card,Firm C,South,Manager 3,11-08-2023,46952.47338,118079.14,0.51,389.00,159.00
634,CUST1415,ACC51593,Savings,Transfer,Credit Card,Firm A,Central,Manager 3,26-09-2023,19837.31174,54151.47,0.51,414.00,75.00
635,CUST4373,ACC41829,Current,Payment,Savings Account,Firm A,North,Manager 3,22-03-2024,135972.3439,42302.01,-0.37,469.00,175.00
636,CUST2842,ACC28292,Loan,Deposit,Mutual Fund,Firm C,South,Manager 2,23-03-2024,93721.35146,37550.01,0.17,442.00,206.00
637,CUST6526,ACC99117,Savings,Transfer,Savings Account,Firm C,Central,Manager 2,01-12-2024,59411.73844,124788.53,0.30,585.00,22.00
638,CUST8529,ACC21719,Loan,Payment,Home Loan,Firm E,South,Manager 1,22-06-2024,39052.64128,66730.05,1.03,792.00,229.00
639,CUST3041,ACC29396,Current,Transfer,Personal Loan,Firm C,South,Manager 2,03-03-2023,47172.59396,71658.56,0.47,327.00,34.00
640,CUST5916,ACC21878,Current,Payment,Mutual Fund,Firm A,West,Manager 4,28-11-2023,59539.35068,63559.37,0.68,648.00,151.00
641,CUST1547,ACC88516,Savings,Payment,Credit Card,Firm A,Central,Manager 4,04-06-2024,99930.11476,55245.24,0.19,667.00,107.00
642,CUST4794,ACC20297,Credit,Transfer,Savings Account,Firm B,Central,Manager 4,08-11-2023,66677.90788,78029.67,0.52,673.00,99.00
643,CUST7002,ACC49364,Credit,Transfer,Credit Card,Firm E,South,Manager 3,11-06-2023,70265.68891,64526.97,0.45,402.00,63.00
644,CUST8660,ACC76699,Loan,Transfer,Personal Loan,Firm C,North,Manager 4,19-04-2023,9194.178983,47830.87,0.09,427.00,192.00
645,CUST1121,ACC45101,Credit,Payment,Personal Loan,Firm A,East,Manager 2,03-10-2023,52661.55952,80788.20,0.48,547.00,48.00
646,CUST3059,ACC88252,Credit,Payment,Savings Account,Firm A,North,Manager 4,22-05-2024,57923.75554,98172.70,0.42,738.00,98.00
647,CUST2805,ACC29477,Savings,Withdrawal,Personal Loan,Firm C,East,Manager 4,26-02-2023,52928.88948,74618.34,0.24,540.00,221.00
648,CUST8529,ACC82381,Credit,Transfer,Home Loan,Firm D,South,Manager 1,21-05-2023,61539.90505,107103.21,0.18,653.00,131.00
649,CUST5121,ACC16241,Loan,Transfer,Personal Loan,Firm B,West,Manager 1,05-08-2023,48236.5773,86398.10,0.97,636.00,16.00
650,CUST1747,ACC92104,Savings,Deposit,Savings Account,Firm A,West,Manager 1,08-06-2023,147447.2951,101759.30,0.10,421.00,86.00
651,CUST6029,ACC61827,Current,Payment,Mutual Fund,Firm D,West,Manager 3,15-01-2023,92080.10398,80602.29,0.77,731.00,223.00
652,CUST6029,ACC70460,Current,Withdrawal,Credit Card,Firm E,South,Manager 1,03-10-2023,39975.52823,58917.91,0.73,578.00,134.00
653,CUST2871,ACC23985,Current,Transfer,Home Loan,Firm D,North,Manager 2,02-12-2023,38235.09492,115329.24,0.23,454.00,120.00
654,CUST7994,ACC43309,Loan,Transfer,Mutual Fund,Firm A,West,Manager 4,09-06-2023,63674.70894,89368.30,0.54,695.00,189.00
655,CUST4769,ACC17688,Savings,Deposit,Mutual Fund,Firm E,North,Manager 1,04-03-2023,55026.36788,127167.23,0.50,756.00,226.00
656,CUST3306,ACC62809,Savings,Payment,Credit Card,Firm D,South,Manager 2,11-06-2023,117770.1344,71143.47,0.79,383.00,60.00
657,CUST2842,ACC70741,Current,Withdrawal,Personal Loan,Firm A,South,Manager 2,05-04-2024,59910.92302,90542.71,0.52,828.00,150.00
658,CUST9528,ACC51593,Loan,Payment,Savings Account,Firm B,West,Manager 3,13-09-2023,30653.81639,52831.54,0.26,498.00,30.00
659,CUST2457,ACC15925,Loan,Payment,Mutual Fund,Firm B,West,Manager 4,01-12-2024,27366.82949,44881.99,0.77,638.00,195.00
660,CUST6292,ACC88286,Loan,Transfer,Credit Card,Firm D,East,Manager 1,07-01-2023,32678.0734,138539.41,0.38,461.00,132.00
661,CUST8318,ACC31902,Current,Payment,Credit Card,Firm D,East,Manager 3,26-05-2023,52370.93477,101509.81,0.65,630.00,160.00
662,CUST7459,ACC39500,Credit,Payment,Home Loan,Firm D,South,Manager 4,16-02-2023,21948.97355,113405.33,0.38,411.00,13.00
663,CUST6525,ACC62446,Loan,Deposit,Savings Account,Firm A,Central,Manager 4,17-06-2023,34576.74577,55419.11,0.26,673.00,63.00
664,CUST4438,ACC45968,Current,Withdrawal,Mutual Fund,Firm A,West,Manager 3,15-01-2023,19785.77963,68791.95,0.59,812.00,185.00
665,CUST4595,ACC81631,Current,Payment,Mutual Fund,Firm B,East,Manager 2,10-03-2023,23751.14042,57206.70,0.30,590.00,123.00
666,CUST5574,ACC69323,Savings,Transfer,Mutual Fund,Firm A,Central,Manager 3,15-05-2024,97498.81606,153998.15,-0.09,416.00,236.00
667,CUST1189,ACC64022,Savings,Withdrawal,Personal Loan,Firm A,East,Manager 3,07-06-2023,32216.39694,96429.52,1.03,804.00,43.00
668,CUST7933,ACC51593,Credit,Payment,Personal Loan,Firm C,North,Manager 2,05-05-2023,31585.26421,49835.43,0.34,509.00,191.00
669,CUST5255,ACC91723,Loan,Withdrawal,Home Loan,Firm A,South,Manager 2,23-10-2023,37798.12665,69153.88,0.97,652.00,6.00
670,CUST5121,ACC25132,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 2,10-06-2023,58254.78474,98487.46,0.63,464.00,74.00
671,CUST4769,ACC57516,Current,Payment,Personal Loan,Firm E,South,Manager 3,26-05-2023,54309.34491,-1308.42,1.08,760.00,81.00
672,CUST1121,ACC12182,Current,Deposit,Credit Card,Firm A,West,Manager 1,15-04-2024,45259.06655,86453.58,0.40,345.00,38.00
673,CUST9439,ACC39500,Credit,Deposit,Mutual Fund,Firm B,South,Manager 3,25-07-2023,5515.400745,35108.17,0.24,696.00,141.00
674,CUST1776,ACC34431,Savings,Deposit,Home Loan,Firm A,Central,Manager 2,25-04-2024,58151.90039,61461.84,0.33,677.00,23.00
675,CUST8279,ACC86784,Credit,Withdrawal,Home Loan,Firm D,South,Manager 2,01-06-2023,88532.9009,95842.26,0.34,539.00,147.00
676,CUST2539,ACC67701,Loan,Payment,Credit Card,Firm C,South,Manager 2,23-10-2023,71898.54979,119521.35,0.27,816.00,98.00
677,CUST7994,ACC82298,Current,Deposit,Home Loan,Firm E,Central,Manager 4,11-06-2023,50272.62288,72393.23,0.50,458.00,216.00
678,CUST2805,ACC47099,Current,Withdrawal,Personal Loan,Firm A,East,Manager 3,23-10-2023,31802.65537,97028.43,0.35,698.00,178.00
679,CUST3725,ACC49140,Current,Transfer,Mutual Fund,Firm A,North,Manager 2,15-04-2024,35604.00941,64096.55,0.44,409.00,224.00
680,CUST5916,ACC78178,Credit,Deposit,Mutual Fund,Firm E,East,Manager 4,02-08-2024,64736.42068,52265.78,0.74,474.00,10.00
681,CUST2457,ACC18140,Loan,Withdrawal,Credit Card,Firm D,East,Manager 2,03-08-2023,85795.02265,48687.57,-0.05,733.00,128.00
682,CUST1840,ACC16241,Credit,Withdrawal,Credit Card,Firm D,Central,Manager 1,21-05-2023,26633.35311,61091.26,0.80,749.00,105.00
683,CUST3069,ACC13357,Credit,Deposit,Savings Account,Firm E,South,Manager 4,13-02-2024,65373.04375,106595.46,0.45,841.00,87.00
684,CUST8765,ACC88449,Credit,Deposit,Credit Card,Firm D,West,Manager 4,18-06-2023,65109.23132,31927.59,0.39,456.00,175.00
685,CUST1644,ACC25811,Current,Payment,Credit Card,Firm C,Central,Manager 3,01-12-2024,50189.23333,13996.12,-0.02,312.00,63.00
686,CUST4373,ACC88074,Credit,Transfer,Mutual Fund,Firm C,North,Manager 1,01-01-2024,10139.33005,80521.68,0.39,438.00,17.00
687,CUST4258,ACC88074,Loan,Withdrawal,Savings Account,Firm E,South,Manager 3,05-04-2024,75114.0567,102018.39,0.37,483.00,58.00
688,CUST9038,ACC42710,Loan,Deposit,Home Loan,Firm A,North,Manager 1,23-08-2023,79447.28238,68676.14,0.34,494.00,158.00
689,CUST3131,ACC57872,Loan,Deposit,Mutual Fund,Firm A,East,Manager 3,24-12-2023,68550.8505,84858.69,0.33,683.00,44.00
690,CUST2944,ACC40939,Savings,Deposit,Savings Account,Firm C,Central,Manager 3,09-10-2023,52585.08416,107852.85,0.37,689.00,55.00
691,CUST2357,ACC30852,Current,Withdrawal,Mutual Fund,Firm A,West,Manager 4,01-06-2023,55536.27885,77091.47,0.34,415.00,50.00
692,CUST6776,ACC20297,Loan,Payment,Personal Loan,Firm E,Central,Manager 3,16-08-2023,33233.46268,72246.48,0.21,311.00,138.00
693,CUST4003,ACC20297,Current,Payment,Mutual Fund,Firm D,North,Manager 4,05-03-2023,54630.55737,86312.31,0.35,755.00,20.00
694,CUST2578,ACC18140,Loan,Withdrawal,Savings Account,Firm B,Central,Manager 4,21-02-2024,78556.73753,76893.80,0.69,406.00,105.00
695,CUST3187,ACC25132,Credit,Payment,Personal Loan,Firm D,North,Manager 4,26-02-2023,65202.71893,39777.23,1.35,767.00,67.00
696,CUST2915,ACC25811,Current,Payment,Savings Account,Firm C,South,Manager 2,15-01-2023,73107.33839,72482.05,0.71,751.00,216.00
697,CUST4780,ACC21429,Credit,Deposit,Personal Loan,Firm A,North,Manager 4,15-04-2024,24250.49236,46371.33,0.56,816.00,112.00
698,CUST8765,ACC47099,Loan,Transfer,Credit Card,Firm C,Central,Manager 4,20-11-2023,41973.02733,116791.70,0.61,820.00,140.00
699,CUST7651,ACC28295,Credit,Withdrawal,Mutual Fund,Firm D,Central,Manager 1,22-08-2023,39646.40026,1620.28,0.54,617.00,141.00
700,CUST1749,ACC12182,Current,Payment,Home Loan,Firm E,East,Manager 4,13-09-2023,-16135.99845,68737.37,0.51,840.00,104.00
701,CUST1569,ACC32627,Savings,Deposit,Home Loan,Firm B,Central,Manager 1,30-07-2023,41862.66486,88801.57,0.44,594.00,214.00
702,CUST4855,ACC26026,Savings,Payment,Mutual Fund,Firm D,Central,Manager 4,20-10-2023,63607.02268,77363.07,0.17,375.00,188.00
703,CUST3725,ACC34119,Loan,Withdrawal,Savings Account,Firm D,South,Manager 2,23-04-2023,76045.70621,60390.12,0.58,331.00,89.00
704,CUST5174,ACC29646,Savings,Payment,Personal Loan,Firm D,East,Manager 4,09-08-2023,21165.4217,87994.08,0.45,461.00,26.00
705,CUST9564,ACC29396,Savings,Transfer,Personal Loan,Firm C,South,Manager 3,04-09-2023,44278.1196,71569.36,0.49,407.00,18.00
706,CUST5894,ACC19156,Savings,Transfer,Savings Account,Firm D,Central,Manager 2,14-02-2023,72513.33434,101526.80,0.39,726.00,75.00
707,CUST9439,ACC23736,Current,Withdrawal,Mutual Fund,Firm B,East,Manager 1,26-07-2023,80564.28128,113904.96,0.66,323.00,180.00
708,CUST4461,ACC62446,Loan,Payment,Credit Card,Firm A,Central,Manager 3,07-01-2023,20145.08665,32040.73,1.05,317.00,123.00
709,CUST1609,ACC88074,Credit,Transfer,Savings Account,Firm E,South,Manager 2,25-04-2024,14133.38401,58336.76,0.86,554.00,116.00
710,CUST4003,ACC30852,Loan,Payment,Credit Card,Firm E,South,Manager 1,17-07-2023,68209.7527,116972.09,1.06,434.00,160.00
711,CUST4763,ACC88252,Savings,Withdrawal,Savings Account,Firm E,Central,Manager 4,12-10-2023,90962.08527,50827.24,0.25,729.00,14.00
712,CUST1189,ACC50439,Savings,Deposit,Savings Account,Firm D,East,Manager 1,16-06-2024,-60979.07348,57916.06,0.16,655.00,17.00
713,CUST9248,ACC82926,Credit,Withdrawal,Home Loan,Firm C,North,Manager 2,06-08-2024,93384.52157,60905.65,0.66,562.00,54.00
714,CUST6837,ACC29646,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 1,23-10-2023,-2838.79481,108511.37,0.44,563.00,237.00
715,CUST7459,ACC57597,Savings,Payment,Credit Card,Firm C,North,Manager 1,13-01-2023,57603.19099,70795.56,0.87,655.00,15.00
716,CUST6776,ACC54589,Current,Deposit,Personal Loan,Firm C,East,Manager 1,21-03-2024,52990.55976,20578.05,0.40,320.00,159.00
717,CUST4794,ACC21878,Loan,Payment,Mutual Fund,Firm C,North,Manager 1,08-10-2023,45597.3365,57241.83,0.34,412.00,131.00
718,CUST3059,ACC42903,Loan,Transfer,Credit Card,Firm C,South,Manager 3,23-03-2024,68170.31103,119828.35,0.62,478.00,53.00
719,CUST6947,ACC69323,Current,Transfer,Mutual Fund,Firm D,Central,Manager 1,24-11-2023,49101.74069,-8873.80,0.14,343.00,229.00
720,CUST1189,ACC43309,Credit,Withdrawal,Home Loan,Firm E,West,Manager 4,12-09-2023,52801.21479,45258.86,0.65,776.00,206.00
721,CUST8318,ACC66190,Credit,Withdrawal,Mutual Fund,Firm B,North,Manager 4,14-04-2023,39771.28883,77639.14,0.17,817.00,173.00
722,CUST1189,ACC83269,Credit,Withdrawal,Mutual Fund,Firm C,Central,Manager 2,18-11-2023,49584.96264,62730.64,0.81,801.00,225.00
723,CUST8155,ACC64785,Savings,Deposit,Mutual Fund,Firm A,South,Manager 4,12-10-2023,50829.21383,25388.45,0.75,474.00,236.00
724,CUST9683,ACC22799,Savings,Withdrawal,Savings Account,Firm D,South,Manager 3,08-10-2023,48313.66169,96009.09,0.40,637.00,159.00
725,CUST2694,ACC18057,Credit,Deposit,Mutual Fund,Firm B,South,Manager 1,05-04-2023,90849.07865,76082.19,0.31,755.00,229.00
726,CUST7255,ACC24981,Loan,Payment,Home Loan,Firm A,West,Manager 4,16-03-2023,56321.96961,94246.79,0.66,789.00,85.00
727,CUST4201,ACC96277,Loan,Payment,Credit Card,Firm B,South,Manager 4,04-09-2023,56160.0758,82177.78,0.26,390.00,99.00
728,CUST8874,ACC36079,Current,Withdrawal,Home Loan,Firm A,North,Manager 2,22-05-2024,58465.79058,101387.13,0.22,674.00,160.00
729,CUST4126,ACC74656,Loan,Transfer,Mutual Fund,Firm B,North,Manager 1,06-01-2023,112905.1603,29411.84,0.59,739.00,189.00
730,CUST2541,ACC77533,Loan,Transfer,Personal Loan,Firm A,North,Manager 4,21-05-2023,80286.10029,56498.58,0.88,821.00,231.00
731,CUST8660,ACC39544,Savings,Withdrawal,Credit Card,Firm C,East,Manager 3,09-06-2023,11058.80008,100637.45,0.53,722.00,80.00
732,CUST7855,ACC94242,Savings,Deposit,Mutual Fund,Firm D,South,Manager 4,22-03-2024,77535.6057,93087.02,0.82,463.00,43.00
733,CUST2357,ACC70314,Current,Deposit,Credit Card,Firm E,West,Manager 3,06-11-2024,26263.16371,63524.79,0.44,442.00,144.00
734,CUST8155,ACC30852,Savings,Deposit,Credit Card,Firm E,North,Manager 3,24-05-2023,82504.4347,104936.45,0.46,403.00,232.00
735,CUST5609,ACC39500,Current,Deposit,Personal Loan,Firm A,West,Manager 3,22-06-2024,118365.9511,23521.36,0.06,703.00,10.00
736,CUST8461,ACC88516,Credit,Transfer,Savings Account,Firm E,East,Manager 3,26-03-2023,32180.96163,131948.65,0.42,819.00,73.00
737,CUST7098,ACC89098,Current,Transfer,Savings Account,Firm B,South,Manager 1,05-11-2023,66917.95704,32907.68,0.26,659.00,62.00
738,CUST2188,ACC81631,Loan,Payment,Credit Card,Firm D,West,Manager 2,30-09-2023,55165.92296,82661.77,0.54,775.00,127.00
739,CUST3810,ACC45521,Savings,Transfer,Mutual Fund,Firm E,East,Manager 1,20-04-2024,52457.13204,78124.41,0.77,629.00,114.00
740,CUST9525,ACC76699,Savings,Deposit,Savings Account,Firm A,Central,Manager 4,25-04-2024,36243.30006,123819.62,0.32,733.00,196.00
741,CUST7395,ACC74656,Current,Withdrawal,Savings Account,Firm E,South,Manager 4,23-03-2024,87001.62481,139305.29,0.43,518.00,191.00
742,CUST3069,ACC78589,Savings,Payment,Savings Account,Firm C,East,Manager 1,15-04-2024,95021.14474,17426.28,0.81,318.00,182.00
743,CUST2457,ACC77533,Loan,Deposit,Mutual Fund,Firm B,North,Manager 3,20-06-2023,89004.43542,48308.20,0.67,801.00,175.00
744,CUST4763,ACC15925,Loan,Withdrawal,Mutual Fund,Firm C,South,Manager 3,24-09-2023,97642.06092,146131.43,0.46,411.00,168.00
745,CUST8874,ACC69323,Savings,Deposit,Credit Card,Firm A,Central,Manager 3,26-02-2023,70777.23288,109212.05,0.59,738.00,49.00
746,CUST7994,ACC78589,Current,Payment,Personal Loan,Firm E,North,Manager 3,17-11-2023,-282.7962858,123472.83,0.64,586.00,168.00
747,CUST6837,ACC83581,Credit,Transfer,Home Loan,Firm A,North,Manager 4,15-01-2023,88917.44451,76745.97,0.45,812.00,229.00
748,CUST8416,ACC42467,Loan,Withdrawal,Mutual Fund,Firm B,East,Manager 4,02-06-2024,24649.26288,139067.06,0.38,484.00,166.00
749,CUST1114,ACC42467,Current,Deposit,Credit Card,Firm A,North,Manager 4,04-09-2023,15304.80735,97265.63,0.29,729.00,46.00
750,CUST1913,ACC31539,Loan,Deposit,Credit Card,Firm A,South,Manager 3,30-03-2024,19692.95911,79177.23,0.58,612.00,120.00
751,CUST2805,ACC45951,Savings,Transfer,Home Loan,Firm E,North,Manager 3,20-10-2023,12762.91239,122983.22,0.36,425.00,181.00
752,CUST4625,ACC50439,Savings,Transfer,Savings Account,Firm A,Central,Manager 2,02-12-2023,9722.474784,59558.15,0.37,759.00,179.00
753,CUST2541,ACC45968,Savings,Withdrawal,Home Loan,Firm D,South,Manager 1,14-04-2023,52837.4346,64576.53,0.77,332.00,216.00
754,CUST7120,ACC18177,Loan,Payment,Mutual Fund,Firm B,Central,Manager 1,22-06-2024,47390.87113,166805.96,0.81,848.00,208.00
755,CUST2716,ACC83581,Current,Withdrawal,Mutual Fund,Firm D,East,Manager 2,01-12-2024,42002.15958,95304.48,0.62,623.00,166.00
756,CUST4258,ACC53865,Loan,Payment,Home Loan,Firm D,West,Manager 3,06-10-2023,101272.5488,161037.82,0.24,348.00,199.00
757,CUST1223,ACC46953,Current,Deposit,Personal Loan,Firm E,East,Manager 2,01-09-2023,67572.87562,93340.13,0.32,312.00,99.00
758,CUST9754,ACC86784,Loan,Deposit,Mutual Fund,Firm B,West,Manager 4,28-11-2023,45433.51064,103798.75,0.25,528.00,239.00
759,CUST8416,ACC92360,Current,Payment,Savings Account,Firm B,North,Manager 3,19-07-2023,25922.34155,75596.59,0.50,601.00,18.00
760,CUST6565,ACC83269,Credit,Withdrawal,Credit Card,Firm E,South,Manager 4,16-08-2023,23227.20826,152430.08,0.91,397.00,220.00
761,CUST7255,ACC20297,Savings,Withdrawal,Credit Card,Firm E,East,Manager 3,31-10-2023,44387.01357,51101.33,0.13,417.00,174.00
762,CUST4769,ACC24508,Credit,Transfer,Mutual Fund,Firm A,South,Manager 3,01-02-2023,38143.72284,97599.72,-0.02,557.00,89.00
763,CUST4241,ACC34821,Loan,Payment,Mutual Fund,Firm C,East,Manager 3,12-09-2023,63383.59989,73003.34,0.28,396.00,38.00
